Time(s)             AccelX(°/s)        AccelY(°/s)        AccelZ(°/s)        GyroX(°/s)         GyroY(°/s)         GyroZ(°/s)         Roll(°)            Pitch(°)           Yaw(°)             Temperature(℃)    
16:54:27.417        0.007               -0.018              1.048               0.000               0.000               0.000               -0.91               -0.50               116.34              30.95               
16:54:27.527        0.008               -0.017              1.047               0.000               0.000               0.000               -0.91               -0.49               116.34              30.94               
16:54:27.637        0.010               -0.018              1.039               0.000               0.000               0.000               -0.91               -0.50               116.34              30.95               
16:54:27.747        0.012               -0.015              1.048               0.000               0.000               0.000               -0.89               -0.52               116.34              30.96               
16:54:27.864        0.012               -0.016              1.049               0.000               0.000               0.000               -0.87               -0.52               116.34              30.97               
16:54:27.972        0.008               -0.018              1.051               0.000               0.000               0.000               -0.87               -0.52               116.34              30.94               
16:54:28.082        0.010               -0.016              1.049               0.000               0.000               0.000               -0.88               -0.52               116.34              30.94               
16:54:28.194        0.012               -0.018              1.046               0.000               0.000               0.000               -0.88               -0.51               116.34              30.94               
16:54:28.302        0.008               -0.012              1.052               0.000               0.000               0.000               -0.90               -0.53               116.34              30.94               
16:54:28.412        0.012               -0.021              1.047               0.000               0.000               0.000               -0.90               -0.54               116.34              30.96               
16:54:28.522        0.009               -0.017              1.049               0.000               0.000               0.000               -0.90               -0.54               116.34              30.93               
16:54:28.631        0.009               -0.012              1.051               0.000               0.000               0.000               -0.90               -0.52               116.34              30.96               
16:54:28.741        0.008               -0.019              1.052               0.000               0.000               0.000               -0.89               -0.52               116.34              30.95               
16:54:28.851        0.009               -0.019              1.052               0.000               0.000               0.000               -0.91               -0.52               116.34              30.97               
16:54:28.961        0.012               -0.020              1.052               0.000               0.000               0.000               -0.91               -0.53               116.34              30.94               
16:54:29.070        0.007               -0.019              1.052               0.000               0.000               0.000               -0.93               -0.53               116.34              30.95               
16:54:29.180        0.012               -0.017              1.045               0.000               0.000               0.000               -0.93               -0.53               116.34              30.98               
16:54:29.291        0.011               -0.016              1.042               0.000               -0.183              0.000               -0.96               -0.53               116.33              30.94               
16:54:29.401        0.011               -0.017              1.050               0.000               0.000               0.000               -0.94               -0.51               116.33              30.95               
16:54:29.510        0.008               -0.014              1.052               0.000               0.000               0.000               -0.93               -0.53               116.33              30.97               
16:54:29.620        0.010               -0.018              1.047               0.000               0.000               0.000               -0.94               -0.54               116.33              30.94               
16:54:29.733        0.008               -0.018              1.043               0.000               0.000               0.000               -0.92               -0.53               116.33              30.95               
16:54:29.840        0.009               -0.018              1.048               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:29.950        0.009               -0.015              1.050               0.000               0.000               0.000               -0.91               -0.52               116.33              30.96               
16:54:30.060        0.010               -0.018              1.045               0.000               0.000               0.000               -0.92               -0.51               116.33              30.98               
16:54:30.169        0.013               -0.018              1.048               0.000               0.000               0.000               -0.91               -0.52               116.33              30.93               
16:54:30.279        0.009               -0.017              1.047               0.000               0.000               0.000               -0.91               -0.51               116.33              30.93               
16:54:30.390        0.009               -0.019              1.044               0.000               0.000               0.000               -0.90               -0.51               116.33              30.98               
16:54:30.500        0.009               -0.019              1.049               0.000               0.000               0.000               -0.91               -0.51               116.33              30.94               
16:54:30.609        0.010               -0.020              1.049               0.000               0.000               0.000               -0.91               -0.50               116.33              30.95               
16:54:30.719        0.011               -0.018              1.054               0.000               0.000               0.000               -0.91               -0.49               116.33              30.95               
16:54:30.835        0.009               -0.018              1.050               0.000               -0.061              0.000               -0.92               -0.51               116.33              30.97               
16:54:30.945        0.009               -0.016              1.049               0.000               0.000               0.000               -0.92               -0.50               116.33              30.99               
16:54:31.054        0.009               -0.019              1.049               0.000               0.000               0.000               -0.93               -0.51               116.33              30.95               
16:54:31.164        0.010               -0.017              1.046               0.000               0.000               0.000               -0.93               -0.52               116.33              30.95               
16:54:31.274        0.008               -0.015              1.047               0.000               0.000               0.000               -0.92               -0.50               116.33              30.96               
16:54:31.384        0.009               -0.013              1.047               0.000               0.000               0.000               -0.91               -0.51               116.33              30.95               
16:54:31.494        0.012               -0.019              1.043               0.000               0.000               0.000               -0.90               -0.51               116.33              30.98               
16:54:31.604        0.010               -0.020              1.046               0.000               0.000               0.000               -0.90               -0.51               116.33              30.98               
16:54:31.714        0.009               -0.020              1.050               0.000               0.000               0.000               -0.91               -0.52               116.33              30.99               
16:54:31.824        0.014               -0.018              1.051               0.000               0.000               0.000               -0.91               -0.53               116.33              30.96               
16:54:31.934        0.012               -0.018              1.048               0.000               0.000               0.000               -0.92               -0.53               116.33              30.96               
16:54:32.043        0.008               -0.020              1.054               0.000               0.000               0.000               -0.92               -0.52               116.33              30.97               
16:54:32.153        0.010               -0.017              1.053               0.000               0.000               0.000               -0.92               -0.52               116.33              30.99               
16:54:32.263        0.007               -0.017              1.048               0.000               0.000               0.000               -0.93               -0.51               116.33              30.97               
16:54:32.373        0.010               -0.016              1.045               0.000               0.000               0.000               -0.90               -0.51               116.33              30.97               
16:54:32.486        0.006               -0.012              1.046               0.000               0.000               0.000               -0.89               -0.52               116.33              30.95               
16:54:32.592        0.009               -0.016              1.051               0.000               0.000               0.000               -0.88               -0.53               116.33              30.94               
16:54:32.693        0.009               -0.018              1.050               0.000               0.000               0.000               -0.91               -0.53               116.33              30.96               
16:54:32.803        0.007               -0.019              1.050               0.000               0.000               0.000               -0.90               -0.53               116.33              30.94               
16:54:32.913        0.014               -0.014              1.050               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:33.026        0.009               -0.016              1.046               0.000               0.000               0.000               -0.91               -0.53               116.33              30.95               
16:54:33.133        0.008               -0.012              1.049               0.000               0.000               0.000               -0.90               -0.52               116.33              30.98               
16:54:33.243        0.009               -0.020              1.045               0.000               0.000               0.000               -0.91               -0.54               116.33              30.96               
16:54:33.353        0.007               -0.017              1.047               0.000               0.000               0.000               -0.90               -0.53               116.33              30.97               
16:54:33.463        0.010               -0.016              1.051               0.000               0.000               0.000               -0.88               -0.53               116.33              30.96               
16:54:33.572        0.006               -0.019              1.045               0.000               0.000               0.000               -0.88               -0.53               116.33              30.97               
16:54:33.681        0.007               -0.020              1.048               0.000               0.000               0.000               -0.89               -0.53               116.33              30.98               
16:54:33.791        0.009               -0.018              1.049               0.000               0.000               0.000               -0.92               -0.53               116.33              30.96               
16:54:33.901        0.009               -0.015              1.050               0.000               0.000               0.000               -0.92               -0.53               116.33              30.98               
16:54:34.011        0.009               -0.017              1.048               0.000               0.000               0.000               -0.90               -0.54               116.33              30.94               
16:54:34.121        0.010               -0.017              1.050               0.000               0.000               0.000               -0.90               -0.55               116.33              30.96               
16:54:34.231        0.011               -0.017              1.049               0.000               0.000               0.000               -0.92               -0.54               116.33              30.96               
16:54:34.341        0.007               -0.018              1.057               0.000               0.000               0.000               -0.94               -0.54               116.33              30.96               
16:54:34.450        0.007               -0.021              1.048               0.000               0.000               0.000               -0.92               -0.53               116.33              30.94               
16:54:34.560        0.010               -0.019              1.054               0.000               0.000               0.000               -0.91               -0.51               116.33              30.96               
16:54:34.670        0.011               -0.014              1.052               0.000               0.000               0.000               -0.90               -0.53               116.33              30.98               
16:54:34.780        0.011               -0.019              1.044               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:34.889        0.006               -0.013              1.051               0.000               0.000               0.000               -0.90               -0.52               116.33              30.98               
16:54:35.000        0.009               -0.014              1.050               0.000               0.000               0.000               -0.92               -0.51               116.33              30.97               
16:54:35.109        0.008               -0.018              1.050               0.000               0.000               0.000               -0.92               -0.50               116.33              30.96               
16:54:35.219        0.011               -0.015              1.050               0.000               0.000               0.000               -0.90               -0.52               116.33              30.97               
16:54:35.329        0.009               -0.019              1.053               0.000               0.000               0.000               -0.88               -0.53               116.33              30.96               
16:54:35.439        0.006               -0.019              1.050               0.000               0.000               0.000               -0.88               -0.52               116.33              30.97               
16:54:35.549        0.008               -0.018              1.049               0.000               0.000               0.000               -0.89               -0.53               116.33              30.98               
16:54:35.658        0.007               -0.017              1.050               0.000               0.000               0.000               -0.89               -0.55               116.33              30.97               
16:54:35.769        0.010               -0.018              1.048               0.000               0.000               0.000               -0.90               -0.54               116.33              30.98               
16:54:35.878        0.010               -0.018              1.047               0.000               0.000               0.000               -0.90               -0.54               116.33              30.97               
16:54:35.988        0.010               -0.017              1.050               0.000               0.000               0.000               -0.88               -0.55               116.33              30.96               
16:54:36.098        0.010               -0.017              1.049               -0.061              0.000               0.000               -0.90               -0.53               116.33              30.98               
16:54:36.200        0.008               -0.018              1.053               0.000               0.000               0.000               -0.92               -0.53               116.33              30.96               
16:54:36.310        0.008               -0.020              1.044               0.000               0.000               0.000               -0.93               -0.53               116.33              30.94               
16:54:36.420        0.008               -0.017              1.047               0.000               0.000               0.000               -0.92               -0.51               116.33              30.94               
16:54:36.530        0.008               -0.017              1.051               0.000               0.000               0.000               -0.93               -0.50               116.33              30.97               
16:54:36.639        0.007               -0.014              1.053               0.000               0.000               0.000               -0.93               -0.50               116.33              30.98               
16:54:36.749        0.006               -0.016              1.053               0.000               0.000               0.000               -0.92               -0.52               116.33              30.97               
16:54:36.860        0.011               -0.018              1.051               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:36.969        0.011               -0.016              1.047               0.000               0.000               0.000               -0.91               -0.53               116.33              30.95               
16:54:37.078        0.009               -0.017              1.044               0.000               0.000               0.000               -0.90               -0.54               116.33              30.97               
16:54:37.188        0.005               -0.012              1.051               0.000               0.000               0.000               -0.87               -0.53               116.33              30.97               
16:54:37.298        0.012               -0.016              1.053               0.000               0.000               0.000               -0.87               -0.54               116.33              30.98               
16:54:37.408        0.009               -0.015              1.047               0.000               0.000               0.000               -0.87               -0.54               116.33              30.96               
16:54:37.518        0.010               -0.017              1.048               0.000               0.000               0.000               -0.88               -0.54               116.33              30.97               
16:54:37.628        0.007               -0.016              1.051               0.000               0.000               0.000               -0.90               -0.55               116.33              30.97               
16:54:37.738        0.010               -0.015              1.046               0.000               0.000               0.000               -0.90               -0.54               116.33              30.98               
16:54:37.849        0.007               -0.018              1.052               0.000               0.000               0.000               -0.90               -0.54               116.33              30.99               
16:54:37.965        0.010               -0.018              1.049               0.000               0.000               0.000               -0.88               -0.53               116.33              30.96               
16:54:38.075        0.010               -0.016              1.051               0.000               0.000               0.000               -0.88               -0.52               116.33              30.96               
16:54:38.185        0.009               -0.018              1.046               0.000               0.000               0.000               -0.89               -0.52               116.33              30.97               
16:54:38.295        0.011               -0.017              1.052               0.000               0.000               0.000               -0.88               -0.51               116.33              31.00               
16:54:38.405        0.013               -0.017              1.047               0.000               0.000               0.000               -0.88               -0.52               116.33              30.95               
16:54:38.515        0.010               -0.019              1.051               0.000               0.000               0.000               -0.89               -0.51               116.33              30.97               
16:54:38.625        0.009               -0.014              1.045               0.000               0.000               0.000               -0.88               -0.52               116.33              30.98               
16:54:38.735        0.009               -0.016              1.046               0.000               0.000               0.000               -0.89               -0.52               116.33              30.97               
16:54:38.845        0.005               -0.017              1.050               0.000               0.000               0.000               -0.90               -0.49               116.33              30.98               
16:54:38.955        0.009               -0.017              1.042               0.000               0.000               0.000               -0.90               -0.51               116.33              30.94               
16:54:39.065        0.009               -0.019              1.052               0.000               0.000               0.000               -0.90               -0.52               116.33              30.95               
16:54:39.175        0.007               -0.016              1.047               0.000               0.000               0.000               -0.91               -0.52               116.33              30.94               
16:54:39.288        0.009               -0.020              1.049               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:39.394        0.010               -0.013              1.045               0.000               0.000               0.000               -0.92               -0.54               116.33              30.95               
16:54:39.504        0.007               -0.015              1.048               0.000               0.000               0.000               -0.92               -0.54               116.33              30.95               
16:54:39.614        0.010               -0.020              1.045               0.000               0.000               0.000               -0.92               -0.53               116.33              30.95               
16:54:39.724        0.010               -0.015              1.050               0.000               0.000               0.000               -0.93               -0.52               116.33              30.96               
16:54:39.834        0.009               -0.016              1.045               0.000               0.000               0.000               -0.92               -0.52               116.33              30.96               
16:54:39.943        0.010               -0.017              1.047               0.000               0.000               0.000               -0.92               -0.52               116.33              30.95               
16:54:40.053        0.008               -0.013              1.050               0.000               0.000               0.000               -0.92               -0.51               116.33              30.97               
16:54:40.163        0.010               -0.017              1.051               0.000               0.000               0.000               -0.92               -0.51               116.33              30.95               
16:54:40.273        0.006               -0.017              1.046               0.000               -0.061              0.000               -0.91               -0.53               116.33              30.96               
16:54:40.383        0.010               -0.017              1.049               0.000               0.000               0.000               -0.91               -0.53               116.33              30.98               
16:54:40.492        0.007               -0.018              1.051               0.000               0.000               0.000               -0.92               -0.54               116.33              30.97               
16:54:40.606        0.009               -0.021              1.049               0.000               0.000               0.000               -0.92               -0.54               116.33              30.97               
16:54:40.712        0.008               -0.016              1.047               0.000               0.000               0.000               -0.90               -0.53               116.33              30.98               
16:54:40.822        0.010               -0.018              1.049               0.000               0.000               0.000               -0.91               -0.53               116.33              30.95               
16:54:40.931        0.008               -0.020              1.048               0.000               0.000               0.000               -0.91               -0.52               116.33              30.96               
16:54:41.041        0.011               -0.018              1.048               0.000               0.000               0.000               -0.92               -0.53               116.33              30.95               
16:54:41.182        0.009               -0.015              1.052               0.000               0.000               0.000               -0.93               -0.53               116.33              30.93               
16:54:41.292        0.009               -0.015              1.049               0.000               0.000               0.000               -0.90               -0.50               116.33              30.96               
16:54:41.407        0.007               -0.015              1.046               0.000               0.000               0.000               -0.91               -0.52               116.33              30.99               
16:54:41.512        0.013               -0.015              1.044               0.000               0.000               0.000               -0.91               -0.52               116.33              30.97               
16:54:41.622        0.011               -0.013              1.050               0.000               0.000               0.000               -0.90               -0.51               116.33              30.98               
16:54:41.732        0.007               -0.015              1.056               0.000               0.000               0.000               -0.90               -0.50               116.33              30.96               
16:54:41.842        0.011               -0.021              1.050               0.000               0.000               0.000               -0.90               -0.49               116.33              30.97               
16:54:41.951        0.012               -0.014              1.046               0.000               0.000               0.000               -0.91               -0.51               116.33              30.95               
16:54:42.061        0.006               -0.018              1.045               0.000               0.000               0.000               -0.90               -0.52               116.33              30.96               
16:54:42.170        0.010               -0.012              1.049               0.000               0.000               0.000               -0.87               -0.51               116.33              30.99               
16:54:42.280        0.007               -0.018              1.045               0.000               0.000               0.000               -0.90               -0.52               116.33              30.97               
16:54:42.390        0.009               -0.020              1.051               0.000               0.000               0.000               -0.91               -0.52               116.33              30.97               
16:54:42.500        0.008               -0.019              1.048               0.000               0.000               0.000               -0.92               -0.52               116.33              30.96               
16:54:42.610        0.009               -0.017              1.051               0.000               0.000               0.000               -0.91               -0.51               116.33              30.94               
16:54:42.720        0.015               -0.017              1.048               0.000               0.000               0.000               -0.93               -0.53               116.33              30.96               
16:54:42.830        0.010               -0.022              1.054               0.000               -0.061              0.000               -0.92               -0.53               116.33              30.98               
16:54:42.939        0.011               -0.021              1.051               0.000               0.000               0.000               -0.91               -0.55               116.33              30.98               
16:54:43.049        0.011               -0.019              1.047               0.000               0.000               0.000               -0.92               -0.55               116.33              30.97               
16:54:43.159        0.012               -0.015              1.051               0.000               0.000               0.000               -0.91               -0.57               116.33              30.96               
16:54:43.269        0.013               -0.017              1.044               0.000               0.000               0.000               -0.88               -0.57               116.33              30.94               
16:54:43.379        0.010               -0.016              1.045               0.000               0.000               0.000               -0.91               -0.57               116.33              30.99               
16:54:43.488        0.013               -0.018              1.048               0.000               0.000               0.000               -0.92               -0.57               116.33              30.94               
16:54:43.598        0.007               -0.015              1.047               0.000               0.000               0.000               -0.92               -0.54               116.33              30.98               
16:54:43.708        0.010               -0.011              1.046               0.000               0.000               0.000               -0.91               -0.54               116.33              30.95               
16:54:43.819        0.009               -0.018              1.048               0.000               0.000               0.000               -0.90               -0.53               116.33              30.97               
16:54:43.929        0.015               -0.016              1.050               0.000               0.000               0.000               -0.92               -0.54               116.33              30.94               
16:54:44.038        0.012               -0.018              1.045               0.000               0.000               0.000               -0.91               -0.55               116.33              31.00               
16:54:44.146        0.017               -0.019              1.050               0.000               0.000               0.000               -0.93               -0.57               116.33              30.97               
16:54:44.255        0.012               -0.015              1.052               0.000               0.000               0.000               -0.93               -0.54               116.33              30.97               
16:54:44.366        0.014               -0.017              1.050               0.000               0.000               0.000               -0.93               -0.57               116.33              30.98               
16:54:44.476        0.008               -0.018              1.047               0.000               0.000               0.000               -0.92               -0.56               116.33              30.98               
16:54:44.585        0.009               -0.016              1.050               0.000               0.000               0.000               -0.92               -0.54               116.33              30.94               
16:54:44.696        0.011               -0.016              1.050               0.000               0.000               0.000               -0.93               -0.53               116.33              30.94               
16:54:44.804        0.009               -0.012              1.052               0.000               0.000               0.000               -0.92               -0.53               116.33              30.95               
16:54:44.914        0.009               -0.016              1.047               0.000               0.000               0.000               -0.92               -0.53               116.33              30.96               
16:54:45.025        0.007               -0.015              1.049               0.000               0.000               0.000               -0.93               -0.53               116.33              30.95               
16:54:45.133        0.008               -0.019              1.047               0.000               0.000               0.000               -0.91               -0.52               116.33              30.94               
16:54:45.241        0.007               -0.020              1.043               0.000               0.000               0.000               -0.92               -0.53               116.33              30.97               
16:54:45.349        0.012               -0.014              1.049               0.000               0.000               0.000               -0.92               -0.53               116.33              30.98               
16:54:45.461        0.010               -0.014              1.051               0.000               0.000               0.000               -0.91               -0.52               116.33              30.94               
16:54:45.570        0.013               -0.020              1.046               0.000               0.000               0.000               -0.91               -0.52               116.33              30.97               
16:54:45.681        0.006               -0.019              1.051               0.000               0.000               0.000               -0.92               -0.51               116.33              30.95               
16:54:45.791        0.009               -0.018              1.049               0.000               0.000               0.000               -0.93               -0.48               116.33              30.95               
16:54:45.899        0.007               -0.019              1.052               0.000               0.000               0.000               -0.93               -0.48               116.33              30.96               
16:54:46.010        0.011               -0.013              1.051               0.000               0.000               0.000               -0.90               -0.49               116.33              30.95               
16:54:46.119        0.007               -0.014              1.048               0.000               0.000               0.000               -0.90               -0.51               116.33              30.97               
16:54:46.229        0.009               -0.016              1.047               0.000               0.061               0.000               -0.88               -0.49               116.33              30.97               
16:54:46.342        0.008               -0.019              1.046               0.000               0.000               0.000               -0.89               -0.48               116.33              30.96               
16:54:46.449        0.009               -0.016              1.051               0.000               0.000               0.000               -0.88               -0.49               116.33              30.94               
16:54:46.559        0.007               -0.022              1.046               0.000               0.000               0.000               -0.88               -0.49               116.33              30.97               
16:54:46.671        0.012               -0.020              1.047               0.000               0.061               0.000               -0.88               -0.48               116.33              30.96               
16:54:46.779        0.009               -0.018              1.048               0.000               0.000               0.000               -0.89               -0.49               116.33              30.95               
16:54:46.886        0.007               -0.022              1.058               0.000               0.000               0.000               -0.90               -0.48               116.33              30.97               
16:54:46.996        0.010               -0.017              1.050               0.000               0.000               0.000               -0.91               -0.51               116.33              30.98               
16:54:47.105        0.012               -0.016              1.046               0.000               0.000               0.000               -0.90               -0.50               116.33              30.99               
16:54:47.213        0.009               -0.019              1.043               0.000               -0.061              0.000               -0.90               -0.51               116.33              30.98               
16:54:47.325        0.012               -0.016              1.050               0.000               0.000               0.000               -0.90               -0.53               116.33              30.98               
16:54:47.434        0.014               -0.018              1.047               0.000               -0.122              0.000               -0.90               -0.55               116.33              30.95               
16:54:47.543        0.010               -0.021              1.051               0.000               0.000               0.000               -0.91               -0.53               116.33              30.98               
16:54:47.653        0.011               -0.021              1.053               0.000               0.000               0.000               -0.93               -0.55               116.33              30.99               
16:54:47.762        0.007               -0.014              1.050               0.000               0.000               0.000               -0.92               -0.55               116.33              30.96               
16:54:47.871        0.005               -0.019              1.053               0.000               0.000               0.000               -0.92               -0.53               116.33              31.01               
16:54:47.981        0.011               -0.017              1.050               0.000               0.000               0.000               -0.91               -0.53               116.33              30.99               
16:54:48.090        0.010               -0.014              1.055               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:48.200        0.011               -0.017              1.052               0.000               0.000               0.000               -0.92               -0.54               116.33              30.98               
16:54:48.309        0.008               -0.017              1.050               0.000               0.000               0.000               -0.92               -0.52               116.33              30.94               
16:54:48.418        0.006               -0.013              1.051               0.000               0.000               0.000               -0.93               -0.52               116.33              30.97               
16:54:48.527        0.009               -0.013              1.043               0.000               -0.061              0.000               -0.92               -0.53               116.33              30.99               
16:54:48.633        0.010               -0.014              1.045               0.000               0.000               0.000               -0.92               -0.54               116.33              30.98               
16:54:48.743        0.009               -0.014              1.048               0.000               0.000               0.000               -0.93               -0.54               116.33              30.98               
16:54:48.851        0.007               -0.018              1.047               0.000               0.000               0.000               -0.91               -0.53               116.33              30.96               
16:54:48.961        0.011               -0.013              1.050               0.000               0.000               0.000               -0.91               -0.53               116.33              30.97               
16:54:49.072        0.009               -0.020              1.047               0.000               0.000               0.000               -0.93               -0.54               116.33              30.94               
16:54:49.180        0.009               -0.014              1.053               0.000               0.000               0.000               -0.91               -0.54               116.33              30.97               
16:54:49.291        0.007               -0.017              1.048               0.000               0.000               0.000               -0.92               -0.53               116.33              30.98               
16:54:49.400        0.012               -0.011              1.049               0.000               0.000               0.000               -0.89               -0.55               116.33              30.98               
16:54:49.509        0.009               -0.017              1.046               0.000               0.000               0.000               -0.90               -0.54               116.33              30.97               
16:54:49.621        0.008               -0.019              1.052               0.000               0.000               0.000               -0.90               -0.55               116.33              30.98               
16:54:49.732        0.009               -0.015              1.052               0.000               0.000               0.000               -0.89               -0.55               116.33              30.98               
