Time(s)             AccelX(°/s)        AccelY(°/s)        AccelZ(°/s)        GyroX(°/s)         GyroY(°/s)         GyroZ(°/s)         Roll(°)            Pitch(°)           Yaw(°)             Temperature(℃)    
16:43:58.736        0.007               -0.023              1.054               0.000               0.000               0.000               -1.15               -0.36               3.15                31.17               
16:43:58.857        0.007               -0.025              1.051               0.000               0.000               0.000               -1.15               -0.37               3.15                31.18               
16:43:58.966        0.006               -0.019              1.047               0.000               0.000               0.000               -1.15               -0.35               3.15                31.16               
16:43:59.077        0.004               -0.024              1.049               0.000               0.000               0.000               -1.14               -0.34               3.15                31.18               
16:43:59.187        0.006               -0.024              1.049               0.000               0.000               0.000               -1.15               -0.34               3.15                31.18               
16:43:59.296        0.005               -0.019              1.046               0.000               0.000               0.000               -1.15               -0.33               3.15                31.17               
16:43:59.406        0.010               -0.021              1.052               0.000               0.000               0.000               -1.15               -0.34               3.15                31.17               
16:43:59.516        0.011               -0.021              1.044               0.000               0.000               0.000               -1.15               -0.35               3.15                31.18               
16:43:59.626        0.007               -0.022              1.045               0.000               0.000               0.000               -1.15               -0.36               3.15                31.16               
16:43:59.737        0.003               -0.021              1.051               0.000               0.000               0.000               -1.17               -0.37               3.15                31.17               
16:43:59.858        0.010               -0.023              1.049               0.000               0.000               0.000               -1.19               -0.38               3.14                31.14               
16:43:59.967        0.007               -0.022              1.053               0.000               0.000               0.000               -1.17               -0.39               3.14                31.17               
16:44:00.077        0.008               -0.021              1.051               0.000               0.000               0.000               -1.15               -0.38               3.14                31.15               
16:44:00.234        0.004               -0.025              1.047               0.000               0.000               0.000               -1.16               -0.37               3.14                31.17               
16:44:00.344        0.008               -0.021              1.046               0.000               0.000               0.000               -1.13               -0.37               3.14                31.19               
16:44:00.454        0.009               -0.023              1.050               0.000               0.000               0.000               -1.13               -0.37               3.14                31.14               
16:44:00.563        0.005               -0.021              1.048               0.000               0.000               0.000               -1.13               -0.35               3.14                31.16               
16:44:00.676        0.006               -0.021              1.044               0.000               0.000               0.000               -1.14               -0.35               3.14                31.15               
16:44:00.784        0.008               -0.019              1.051               0.000               0.000               0.000               -1.14               -0.35               3.14                31.18               
16:44:00.888        0.008               -0.019              1.051               0.000               0.000               0.000               -1.14               -0.34               3.14                31.17               
16:44:00.998        0.006               -0.022              1.049               0.000               0.000               0.000               -1.14               -0.35               3.14                31.17               
16:44:01.108        0.007               -0.022              1.046               0.000               0.000               0.000               -1.15               -0.34               3.14                31.18               
16:44:01.218        0.003               -0.020              1.048               0.000               0.000               0.000               -1.14               -0.34               3.14                31.14               
16:44:01.327        0.004               -0.018              1.048               0.000               0.000               0.000               -1.12               -0.34               3.14                31.13               
16:44:01.437        0.007               -0.021              1.048               0.000               0.000               0.000               -1.14               -0.34               3.14                31.12               
16:44:01.547        0.011               -0.021              1.044               0.000               0.000               0.000               -1.15               -0.35               3.14                31.12               
16:44:01.657        0.006               -0.020              1.049               0.000               0.000               0.000               -1.14               -0.34               3.14                31.16               
16:44:01.767        0.006               -0.022              1.049               0.000               0.000               0.000               -1.13               -0.33               3.14                31.17               
16:44:01.879        0.007               -0.021              1.053               0.000               0.000               0.000               -1.14               -0.33               3.14                31.19               
16:44:01.987        0.006               -0.021              1.048               0.000               0.000               0.000               -1.14               -0.34               3.14                31.16               
16:44:02.096        0.004               -0.019              1.043               0.000               0.000               0.000               -1.13               -0.34               3.14                31.17               
16:44:02.206        0.007               -0.023              1.047               0.000               0.000               0.000               -1.14               -0.34               3.14                31.18               
16:44:02.316        0.006               -0.019              1.046               0.000               0.000               0.000               -1.12               -0.36               3.14                31.15               
16:44:02.425        0.005               -0.021              1.043               0.000               0.000               0.000               -1.14               -0.36               3.14                31.16               
16:44:02.535        0.007               -0.022              1.047               0.000               0.000               0.000               -1.12               -0.37               3.14                31.14               
16:44:02.645        0.010               -0.021              1.048               0.000               0.000               0.000               -1.13               -0.37               3.14                31.17               
16:44:02.755        0.009               -0.020              1.050               0.000               0.000               0.000               -1.13               -0.37               3.14                31.16               
16:44:02.864        0.011               -0.019              1.050               0.000               0.000               0.000               -1.13               -0.38               3.14                31.14               
16:44:02.974        0.006               -0.021              1.046               0.000               0.000               0.000               -1.14               -0.38               3.14                31.16               
16:44:03.084        0.006               -0.018              1.046               0.000               0.000               0.000               -1.13               -0.38               3.14                31.15               
16:44:03.194        0.006               -0.022              1.048               0.000               0.000               0.000               -1.12               -0.40               3.14                31.17               
16:44:03.304        0.003               -0.019              1.046               0.000               0.000               0.000               -1.13               -0.37               3.14                31.17               
16:44:03.414        0.012               -0.023              1.047               0.000               0.000               0.000               -1.14               -0.38               3.14                31.15               
16:44:03.524        0.008               -0.021              1.051               0.000               0.000               0.000               -1.15               -0.39               3.14                31.15               
16:44:03.634        0.007               -0.022              1.045               0.000               0.000               0.000               -1.16               -0.38               3.14                31.16               
16:44:03.744        0.007               -0.021              1.047               0.000               0.000               0.000               -1.16               -0.37               3.14                31.15               
16:44:03.853        0.003               -0.022              1.049               0.000               0.000               0.000               -1.18               -0.35               3.14                31.17               
16:44:03.963        0.008               -0.020              1.046               0.000               0.000               0.000               -1.16               -0.36               3.14                31.15               
16:44:04.073        0.006               -0.021              1.048               0.000               0.000               0.000               -1.12               -0.36               3.14                31.18               
16:44:04.182        0.002               -0.021              1.053               0.000               0.000               0.000               -1.12               -0.36               3.14                31.17               
16:44:04.292        0.007               -0.021              1.050               0.000               0.000               0.000               -1.12               -0.35               3.14                31.18               
16:44:04.402        0.005               -0.021              1.051               0.000               0.000               0.000               -1.13               -0.34               3.14                31.18               
16:44:04.512        0.008               -0.021              1.046               0.000               0.000               0.000               -1.13               -0.35               3.14                31.13               
16:44:04.622        0.009               -0.022              1.050               0.000               0.000               0.000               -1.13               -0.34               3.14                31.17               
16:44:04.731        0.008               -0.021              1.053               0.000               0.000               0.000               -1.13               -0.33               3.14                31.17               
16:44:04.841        0.003               -0.018              1.047               0.000               0.000               0.000               -1.14               -0.32               3.14                31.15               
16:44:04.951        0.005               -0.021              1.048               0.000               0.000               0.000               -1.17               -0.33               3.14                31.17               
16:44:05.061        0.008               -0.024              1.046               0.000               0.000               0.000               -1.16               -0.33               3.14                31.15               
16:44:05.171        0.006               -0.022              1.049               0.000               0.000               0.000               -1.16               -0.34               3.14                31.16               
16:44:05.281        0.006               -0.021              1.046               0.000               0.000               0.000               -1.16               -0.34               3.14                31.15               
16:44:05.391        0.005               -0.020              1.048               0.000               0.000               0.000               -1.16               -0.35               3.14                31.16               
16:44:05.501        0.005               -0.020              1.053               0.000               0.000               0.000               -1.14               -0.35               3.14                31.17               
16:44:05.610        0.006               -0.019              1.046               0.000               0.000               0.000               -1.15               -0.35               3.14                31.15               
16:44:05.720        0.006               -0.021              1.050               0.000               0.000               0.000               -1.16               -0.34               3.14                31.15               
16:44:05.830        0.003               -0.019              1.051               0.000               0.000               0.000               -1.15               -0.34               3.14                31.16               
16:44:05.940        0.006               -0.022              1.047               0.000               0.000               0.000               -1.16               -0.35               3.14                31.18               
16:44:06.050        0.007               -0.022              1.043               0.000               0.000               0.000               -1.17               -0.35               3.14                31.16               
16:44:06.159        0.007               -0.021              1.050               0.000               0.000               0.000               -1.16               -0.36               3.14                31.17               
16:44:06.269        0.001               -0.022              1.048               0.000               0.000               0.000               -1.16               -0.34               3.14                31.17               
16:44:06.379        0.006               -0.022              1.052               0.000               0.000               0.000               -1.16               -0.33               3.14                31.17               
16:44:06.489        0.007               -0.023              1.049               0.000               0.000               0.000               -1.15               -0.34               3.14                31.15               
16:44:06.599        0.007               -0.022              1.044               -0.061              0.000               0.000               -1.15               -0.33               3.14                31.17               
16:44:06.709        0.004               -0.021              1.048               0.000               0.000               0.000               -1.14               -0.31               3.14                31.17               
16:44:06.818        0.006               -0.023              1.043               0.000               0.000               0.000               -1.16               -0.32               3.14                31.18               
16:44:06.928        0.007               -0.024              1.046               0.000               0.000               0.000               -1.16               -0.32               3.14                31.17               
16:44:07.038        0.007               -0.021              1.051               0.000               0.000               0.000               -1.16               -0.34               3.14                31.19               
16:44:07.148        0.004               -0.025              1.050               0.000               0.000               0.000               -1.16               -0.34               3.14                31.17               
16:44:07.258        0.006               -0.024              1.042               0.000               0.000               0.000               -1.15               -0.32               3.14                31.17               
16:44:07.368        0.007               -0.018              1.050               0.000               0.000               0.000               -1.14               -0.33               3.14                31.16               
16:44:07.477        0.010               -0.019              1.045               0.000               0.000               0.000               -1.14               -0.35               3.14                31.18               
16:44:07.587        0.004               -0.023              1.043               0.000               0.000               0.000               -1.14               -0.35               3.14                31.17               
16:44:07.697        0.008               -0.021              1.049               0.000               0.000               0.000               -1.14               -0.36               3.14                31.16               
16:44:07.807        0.012               -0.019              1.046               0.000               0.000               0.000               -1.12               -0.37               3.14                31.17               
16:44:07.917        0.008               -0.021              1.046               0.000               0.000               0.000               -1.13               -0.35               3.14                31.17               
16:44:08.027        0.004               -0.023              1.042               0.000               0.000               0.000               -1.14               -0.35               3.14                31.16               
16:44:08.137        0.006               -0.018              1.047               0.000               0.000               0.000               -1.13               -0.34               3.14                31.16               
16:44:08.247        0.010               -0.023              1.046               0.000               0.000               0.000               -1.12               -0.36               3.14                31.18               
16:44:08.356        0.010               -0.021              1.049               0.000               0.000               0.000               -1.13               -0.37               3.14                31.16               
16:44:08.466        0.009               -0.020              1.051               0.000               0.000               0.000               -1.13               -0.38               3.14                31.17               
16:44:08.576        0.006               -0.021              1.049               0.000               0.000               0.000               -1.12               -0.37               3.14                31.17               
16:44:08.686        0.004               -0.022              1.045               0.000               0.000               0.000               -1.13               -0.35               3.14                31.17               
16:44:08.797        0.005               -0.021              1.049               0.000               0.000               0.000               -1.13               -0.35               3.14                31.17               
16:44:08.906        0.007               -0.022              1.054               0.000               0.000               0.000               -1.14               -0.34               3.14                31.18               
16:44:09.016        0.006               -0.022              1.048               0.000               0.000               0.000               -1.14               -0.33               3.14                31.19               
16:44:09.126        0.002               -0.022              1.051               0.000               0.000               0.000               -1.15               -0.32               3.14                31.17               
16:44:09.235        0.009               -0.023              1.045               0.000               0.000               0.000               -1.15               -0.33               3.14                31.17               
16:44:09.345        0.005               -0.020              1.052               0.000               0.000               0.000               -1.14               -0.33               3.14                31.18               
16:44:09.455        0.003               -0.021              1.048               0.000               0.000               0.000               -1.12               -0.33               3.14                31.16               
16:44:09.565        0.005               -0.020              1.044               0.000               0.000               0.000               -1.13               -0.34               3.14                31.18               
16:44:09.675        0.008               -0.021              1.047               0.000               0.000               0.000               -1.14               -0.35               3.14                31.17               
16:44:09.784        0.005               -0.019              1.048               0.000               0.000               0.000               -1.14               -0.35               3.14                31.17               
16:44:09.894        0.010               -0.020              1.049               0.000               0.000               0.000               -1.14               -0.35               3.14                31.15               
16:44:10.004        0.002               -0.024              1.049               0.000               0.000               0.000               -1.14               -0.35               3.14                31.15               
16:44:10.114        0.005               -0.020              1.053               0.000               0.000               0.000               -1.14               -0.36               3.14                31.17               
16:44:10.224        0.005               -0.020              1.050               0.000               0.000               0.000               -1.13               -0.36               3.13                31.17               
16:44:10.334        0.006               -0.024              1.051               0.000               0.000               0.000               -1.14               -0.35               3.13                31.18               
16:44:10.444        0.010               -0.021              1.050               0.000               0.000               0.000               -1.14               -0.38               3.13                31.17               
16:44:10.554        0.006               -0.023              1.051               0.000               0.000               0.000               -1.15               -0.37               3.13                31.17               
16:44:10.663        0.008               -0.021              1.054               0.000               -0.061              0.000               -1.13               -0.38               3.13                31.16               
16:44:10.773        0.005               -0.016              1.045               0.000               0.000               0.000               -1.12               -0.38               3.13                31.17               
16:44:10.883        0.002               -0.021              1.054               0.000               0.000               0.000               -1.13               -0.38               3.13                31.18               
16:44:10.993        0.007               -0.021              1.051               0.000               0.000               0.000               -1.13               -0.39               3.13                31.18               
16:44:11.103        0.004               -0.019              1.047               0.000               0.000               0.000               -1.12               -0.38               3.13                31.19               
16:44:11.213        0.003               -0.021              1.050               0.000               0.000               0.000               -1.14               -0.37               3.13                31.15               
16:44:11.323        0.004               -0.021              1.053               0.000               -0.061              0.000               -1.16               -0.35               3.13                31.17               
16:44:11.433        0.009               -0.022              1.047               0.000               0.000               0.000               -1.16               -0.35               3.13                31.19               
16:44:11.543        0.007               -0.021              1.049               0.000               0.000               0.000               -1.15               -0.34               3.13                31.16               
16:44:11.652        0.005               -0.020              1.052               0.000               0.000               0.000               -1.14               -0.35               3.13                31.18               
16:44:11.762        0.006               -0.023              1.044               0.000               0.000               0.000               -1.15               -0.34               3.13                31.17               
16:44:11.872        0.006               -0.021              1.051               0.000               0.000               0.000               -1.14               -0.33               3.13                31.14               
16:44:11.982        0.005               -0.021              1.049               0.000               0.000               0.000               -1.13               -0.32               3.13                31.17               
16:44:12.091        0.010               -0.020              1.047               0.000               0.000               0.000               -1.14               -0.35               3.13                31.16               
16:44:12.196        0.009               -0.018              1.043               0.000               0.000               0.000               -1.14               -0.36               3.13                31.16               
16:44:12.306        0.007               -0.020              1.048               0.000               0.000               0.000               -1.14               -0.35               3.13                31.15               
16:44:12.417        0.009               -0.023              1.053               0.000               0.000               0.000               -1.13               -0.35               3.13                31.16               
16:44:12.528        0.006               -0.021              1.044               0.061               0.000               0.000               -1.12               -0.34               3.13                31.16               
16:44:12.638        0.011               -0.024              1.048               0.000               0.000               0.000               -1.12               -0.35               3.13                31.15               
16:44:12.748        0.007               -0.021              1.042               0.000               0.000               0.000               -1.13               -0.36               3.13                31.16               
16:44:12.857        0.008               -0.022              1.050               0.000               0.000               0.000               -1.12               -0.35               3.13                31.13               
16:44:12.967        0.008               -0.021              1.049               0.000               0.000               0.000               -1.13               -0.36               3.13                31.17               
16:44:13.077        0.007               -0.021              1.051               0.000               0.000               0.000               -1.14               -0.36               3.13                31.16               
16:44:13.187        0.007               -0.018              1.042               0.000               0.000               0.000               -1.14               -0.36               3.13                31.17               
16:44:13.296        0.006               -0.022              1.051               0.000               0.000               0.000               -1.14               -0.36               3.13                31.15               
16:44:13.407        0.002               -0.022              1.046               0.000               0.000               0.000               -1.14               -0.35               3.13                31.14               
16:44:13.517        0.006               -0.024              1.050               0.000               0.000               0.000               -1.14               -0.34               3.13                31.15               
16:44:13.626        0.004               -0.022              1.045               0.000               0.000               0.000               -1.15               -0.36               3.13                31.20               
16:44:13.736        0.008               -0.020              1.047               0.000               0.000               0.000               -1.14               -0.35               3.13                31.16               
16:44:13.845        0.005               -0.022              1.048               0.000               0.000               0.000               -1.14               -0.36               3.13                31.14               
16:44:13.955        0.014               -0.021              1.050               0.000               0.000               0.000               -1.13               -0.37               3.13                31.15               
16:44:14.065        0.008               -0.021              1.046               0.000               0.000               0.000               -1.11               -0.36               3.13                31.16               
16:44:14.175        0.003               -0.016              1.054               0.000               0.000               0.000               -1.12               -0.37               3.13                31.14               
16:44:14.285        0.005               -0.021              1.048               0.000               0.000               0.000               -1.11               -0.36               3.13                31.16               
16:44:14.395        0.010               -0.018              1.050               0.000               0.000               0.000               -1.12               -0.36               3.13                31.15               
16:44:14.506        0.007               -0.021              1.049               0.000               0.000               0.000               -1.12               -0.36               3.13                31.13               
16:44:14.615        0.007               -0.021              1.051               0.000               0.000               0.000               -1.13               -0.37               3.13                31.16               
16:44:14.724        0.006               -0.019              1.049               0.000               0.000               0.000               -1.13               -0.37               3.13                31.17               
16:44:14.834        0.008               -0.023              1.052               0.000               0.061               0.000               -1.13               -0.36               3.13                31.13               
16:44:14.944        0.004               -0.021              1.045               0.000               0.061               0.000               -1.13               -0.35               3.13                31.16               
16:44:15.054        0.009               -0.022              1.045               0.000               0.000               0.000               -1.13               -0.35               3.13                31.15               
16:44:15.164        0.007               -0.019              1.046               0.000               0.000               0.000               -1.12               -0.35               3.13                31.17               
16:44:15.273        0.010               -0.026              1.047               -0.244              0.305               0.000               -1.13               -0.36               3.13                31.17               
16:44:15.383        0.009               -0.019              1.054               0.000               0.000               0.000               -1.12               -0.36               3.12                31.16               
16:44:15.493        0.004               -0.019              1.044               0.000               0.000               0.000               -1.12               -0.36               3.12                31.16               
16:44:15.603        0.003               -0.023              1.050               0.000               0.000               0.000               -1.12               -0.36               3.12                31.16               
16:44:15.713        0.009               -0.019              1.047               0.000               0.000               0.000               -1.11               -0.35               3.12                31.16               
16:44:15.823        0.005               -0.021              1.041               0.000               0.000               0.000               -1.12               -0.34               3.12                31.17               
16:44:15.933        0.008               -0.021              1.048               0.000               -0.061              0.000               -1.12               -0.36               3.12                31.13               
16:44:16.042        0.005               -0.019              1.050               0.000               0.000               0.000               -1.12               -0.36               3.12                31.13               
16:44:16.152        0.010               -0.017              1.042               0.000               0.000               0.000               -1.12               -0.37               3.12                31.11               
16:44:16.262        0.009               -0.017              1.044               0.000               0.000               0.000               -1.12               -0.36               3.12                31.13               
16:44:16.371        0.006               -0.024              1.047               0.000               -0.061              0.000               -1.12               -0.36               3.12                31.13               
16:44:16.481        0.008               -0.022              1.047               0.000               0.000               0.000               -1.11               -0.37               3.12                31.12               
16:44:16.591        0.006               -0.023              1.048               0.000               0.000               0.000               -1.11               -0.36               3.12                31.14               
16:44:16.701        0.008               -0.022              1.044               0.000               0.000               0.000               -1.12               -0.37               3.12                31.13               
16:44:16.811        0.004               -0.021              1.052               0.000               0.000               0.000               -1.14               -0.37               3.12                31.14               
16:44:16.921        0.004               -0.025              1.050               0.000               0.000               0.000               -1.14               -0.36               3.12                31.12               
16:44:17.030        0.002               -0.021              1.048               0.000               0.000               0.000               -1.13               -0.35               3.12                31.13               
16:44:17.140        0.005               -0.022              1.045               0.000               0.000               0.000               -1.15               -0.35               3.12                31.13               
16:44:17.250        0.008               -0.023              1.047               0.000               0.000               0.000               -1.15               -0.35               3.12                31.13               
16:44:17.360        0.008               -0.021              1.050               0.000               0.000               0.000               -1.13               -0.37               3.12                31.13               
16:44:17.466        0.005               -0.022              1.049               0.000               0.000               0.000               -1.13               -0.35               3.12                31.13               
16:44:17.576        0.008               -0.019              1.053               0.000               0.000               0.000               -1.14               -0.35               3.12                31.11               
16:44:17.688        0.007               -0.020              1.049               0.000               0.000               0.000               -1.14               -0.33               3.12                31.12               
16:44:17.798        0.005               -0.020              1.050               0.000               0.000               0.000               -1.14               -0.33               3.12                31.14               
16:44:17.910        0.006               -0.019              1.050               0.000               0.000               0.000               -1.14               -0.32               3.12                31.13               
16:44:18.017        0.008               -0.018              1.046               0.000               0.061               0.000               -1.15               -0.32               3.12                31.15               
16:44:18.127        0.006               -0.024              1.051               0.000               0.000               0.000               -1.14               -0.32               3.12                31.15               
16:44:18.237        0.010               -0.024              1.049               0.000               0.000               0.000               -1.16               -0.34               3.12                31.14               
16:44:18.347        0.008               -0.022              1.050               0.000               0.000               0.000               -1.17               -0.34               3.12                31.13               
16:44:18.456        0.008               -0.021              1.050               0.000               0.000               0.000               -1.17               -0.35               3.12                31.12               
16:44:18.566        0.006               -0.016              1.048               0.000               0.000               0.000               -1.16               -0.35               3.12                31.13               
16:44:18.676        0.000               -0.021              1.049               0.000               0.000               0.000               -1.16               -0.33               3.12                31.12               
16:44:18.787        0.010               -0.021              1.047               0.000               0.000               0.000               -1.15               -0.36               3.12                31.14               
16:44:18.896        0.011               -0.021              1.048               0.000               0.000               0.000               -1.16               -0.36               3.12                31.15               
16:44:19.006        0.006               -0.021              1.047               0.000               0.000               0.000               -1.15               -0.35               3.12                31.12               
16:44:19.116        0.007               -0.018              1.050               0.000               0.000               0.000               -1.13               -0.34               3.12                31.15               
16:44:19.226        0.003               -0.020              1.051               0.000               0.000               0.000               -1.13               -0.34               3.12                31.12               
16:44:19.335        0.004               -0.021              1.049               0.000               0.000               0.000               -1.13               -0.35               3.12                31.17               
16:44:19.445        0.006               -0.022              1.050               0.000               0.000               0.000               -1.14               -0.36               3.12                31.14               
16:44:19.555        0.010               -0.023              1.049               0.000               0.000               0.000               -1.14               -0.36               3.12                31.15               
16:44:19.665        0.006               -0.020              1.046               0.000               0.000               0.000               -1.10               -0.36               3.12                31.14               
16:44:19.777        0.007               -0.017              1.051               0.000               0.000               0.000               -1.10               -0.37               3.12                31.14               
16:44:19.885        0.007               -0.019              1.045               0.000               0.000               0.000               -1.10               -0.38               3.12                31.15               
16:44:19.995        0.007               -0.020              1.046               0.000               0.000               0.000               -1.13               -0.37               3.12                31.13               
16:44:20.105        0.007               -0.022              1.049               0.000               0.000               0.000               -1.15               -0.37               3.12                31.14               
16:44:20.214        0.006               -0.023              1.049               0.000               0.000               0.000               -1.14               -0.37               3.12                31.15               
16:44:20.325        0.005               -0.024              1.046               0.000               0.000               0.000               -1.14               -0.34               3.12                31.12               
16:44:20.434        0.007               -0.019              1.047               0.000               0.000               0.000               -1.13               -0.34               3.12                31.13               
16:44:20.544        0.005               -0.021              1.050               0.000               0.000               0.000               -1.13               -0.32               3.12                31.12               
16:44:20.654        0.007               -0.021              1.046               0.000               0.000               0.000               -1.14               -0.35               3.12                31.14               
16:44:20.764        0.009               -0.021              1.052               0.000               0.000               0.000               -1.15               -0.36               3.12                31.14               
16:44:20.873        0.005               -0.024              1.047               0.000               0.000               0.000               -1.15               -0.36               3.12                31.14               
16:44:20.984        0.005               -0.023              1.051               0.000               0.061               0.000               -1.14               -0.34               3.12                31.14               
